Name,Industry,Location,Csize,Website,Funding Stage,Funding Amount,Contact Numbers of decision-makers
Bigger Games,Computer Games,"Istanbul,Turkey",11-50',https://biggergames.net,undisclosed,$6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Apty,Computer Software,"Frisco,United States",51-200',https://www.apty.io,undisclosed,$5.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Space Perspective,Aviation & Aerospace,United States,1-10',https://thespaceperspective.com,undisclosed,$7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Dive,Computer Software,"San Diego,United States",1-10',https://www.letsdive.io,undisclosed,$1.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Neuroglee Therapeutics,Biotechnology,"Singapore,Singapore",1-10',https://www.neuroglee.com,undisclosed,$12.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Heru,Financial Services,"Mexico City,Mexico",11-50',https://somosheru.com,undisclosed,$31.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Habitual,Hospital & Health Care,"London,United Kingdom",1-10',https://www.tryhabitual.com,undisclosed,£575K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cellx,Biotechnology,"Hangzhou,China",1-10',http://cellx.tech,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Visisonics,Consumer Electronics,"College Park,United States",1-10',http://www.visisonics.com,undisclosed,$3.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Surfline,Internet,"Huntington Beach,United States",51-200',http://www.surfline.com,undisclosed,$30M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Gosecure,Computer & Network Security,"San Diego,United States",51-200',http://www.gosecure.net,undisclosed,$127.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Virta Health,Hospital & Health Care,"San Francisco,United States",201-500',http://virtahealth.com,undisclosed,$240M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Amount.com,Financial Services,"Chicago,United States",201-500',http://www.amount.com,undisclosed,$243M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Hodinkee,Publishing,"New York,United States",51-200',http://www.hodinkee.com,undisclosed,$40M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Carepathrx,Hospital & Health Care,"Mercer Island,United States",1-10',https://carepathrxllc.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
6b Digital,Internet,"Leeds,United Kingdom",11-50',https://6bdigital.com,undisclosed,£11K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Myeo (myanmar Youth Empowerment Opportunities),Education Management,"Yangon,Myanmar (burma)",51-200',http://mymyeo.com,undisclosed,$366K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Coverus,"Health, Wellness And Fitness",United States,11-50',http://www.coverus.health,undisclosed,$750K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Flowaste,Computer Software,"South Bend,United States",1-10',https://www.flowaste.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Novo Health,Hospital & Health Care,"Appleton,United States",11-50',https://www.novohealth.com,undisclosed,$2.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Rxsight,Medical Devices,"Aliso Viejo,United States",51-200',http://rxsight.com,undisclosed,$176.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Adriatic Metals,Mining And Metals,United Kingdom,11-50',https://www.adriaticmetals.com,undisclosed,$20M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Iqgeo Group,Computer Software,"Cambridge,United Kingdom",51-200',https://www.iqgeo.com,undisclosed,$7.147913M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Sage Therapeutics,Biotechnology,"Cambridge,United States",201-500',http://www.sagerx.com,undisclosed,$1.1B,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Injeq,Medical Devices,"Tampere,Finland",11-50',https://injeq.com,undisclosed,$2.433844M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Conigital,Information Technology And Services,"Birmingham,United Kingdom",11-50',https://conigital.com,undisclosed,$1.3486M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Materialize,Computer Software,"New York,United States",11-50',http://materialize.com,undisclosed,$40.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Proscia,Computer Software,"Philadelphia,United States",11-50',https://www.proscia.com,undisclosed,$33.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cityflo,Consumer Services,"Thane,India",11-50',http://www.cityflo.com,undisclosed,$8.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Satelligence,Environmental Services,"Utrecht,Netherlands",11-50',https://satelligence.com,undisclosed,$2.291286M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Umedeor,Information Technology And Services,"London,United Kingdom",11-50',http://www.umed.io,undisclosed,$5.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Prints.me,Printing,"Warsaw,Poland",1-10',https://prints.me,undisclosed,$334.9K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Flowrite,Computer Software,"Helsinki,Finland",1-10',https://www.flowrite.com,undisclosed,$660K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Biotech Foods,Food Production,"San Sebastián,Spain",11-50',http://www.biotech-foods.com,undisclosed,€5.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ecokraft,Renewables And Environment,"Eskilstuna,Sweden",11-50',https://www.ecokraft.se,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Mistral Technologies,Information Technology And Services,"City Of Sarajevo,Bosnia And Herzegovina",201-500',https://www.mistral.ba,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Assist Digital,Information Technology And Services,"Milan,Italy",1001-5000',http://www.assistdigital.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Adrenomed,Pharmaceuticals,"Berlin,Germany",11-50',http://www.adrenomed.com,undisclosed,$59.205762M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Eclecticiq,Computer Software,"Amsterdam,Netherlands",51-200',https://www.eclecticiq.com,undisclosed,€47.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Omnipack,Logistics And Supply Chain,"Warsaw,Poland",51-200',http://www.omnipack.pl,undisclosed,$4.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Genesis Land J,Real Estate,"Calgary,Canada",11-50',https://www.genesisland.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Paysme,Consumer Services,"London,United Kingdom",1-10',https://www.paysme.co.uk,undisclosed,$487.038K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Kavar Capital Partners,Financial Services,"Leawood,United States",1-10',https://kavarcapital.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Monolith Materials,Chemicals,"Lincoln,United States",51-200',http://monolithmaterials.com,undisclosed,$55.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Gowell,"Health, Wellness And Fitness",Australia,1-10',https://gowell.co,undisclosed,$33.4K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Microamp Solutions,Telecommunications,"Lublin,Poland",1-10',https://www.microamp-solutions.com,undisclosed,$2.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Plusdental,Medical Devices,"Berlin,Germany",51-200',https://plusdental.de,undisclosed,€42M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Dohop,Aviation & Aerospace,"Reykjavik,Iceland",11-50',http://b2b.dohop.com,undisclosed,$8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Glasswall,Information Technology And Services,"Chelmsford,United Kingdom",51-200',https://www.glasswallsolutions.com,undisclosed,£33M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Vauban,Financial Services,"London,United Kingdom",11-50',https://vauban.io,undisclosed,£2.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Just Peel,Marketing And Advertising,United Kingdom,1-10',http://www.justpeel.co.uk,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Torchy,Restaurants,"Austin,United States",501-1000',http://torchystacos.com,undisclosed,$400M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Flynotes,"Health, Wellness And Fitness","Manchester,United Kingdom",11-50',https://flynotes.co.uk,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Yellow Class,Internet,"Gurugram,India",11-50',https://www.yellowclass.com,undisclosed,$7.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Challenger Finance,Financial Services,"Denver,United States",1-10',https://www.getchallenger.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Agrellus,Internet,United States,11-50',https://www.agrellus.farm,undisclosed,$3.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ben Fleet Services Gmbh,Logistics And Supply Chain,"Berlin,Germany",11-50',https://www.benfleetservices.com,undisclosed,$6.59252M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Tvs Automobile Solutions,Automotive,"Chennai,India",201-500',https://www.mytvs.in,undisclosed,$4.733535M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Enee.io,Information Services,"Manchester,United Kingdom",1-10',https://www.enee.io,undisclosed,$226.621K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Spatial Quotient,Hospital & Health Care,"Exeter,United Kingdom",1-10',https://spatialquotient.com,undisclosed,$279.944K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Factory,Construction,"Vallejo,United States",11-50',https://factoryos.com,undisclosed,$77.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Grip Invest,Financial Services,"Gurugram,India",11-50',http://www.gripinvest.in,undisclosed,$2.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Workflow86,Information Technology And Services,"Sydney,Australia",1-10',https://www.workflow86.com,undisclosed,$128.968K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Alloverse,Information Technology And Services,"Stockholm,Sweden",1-10',https://alloverse.com,undisclosed,€250K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Wayd,Photography,"Oslo,Norway",1-10',https://wayd.com,undisclosed,NOK5.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Olist,Information Technology And Services,Brazil,201-500',http://olist.com,undisclosed,$113.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Well Health,Hospital & Health Care,"Santa Barbara,United States",51-200',https://wellapp.com,undisclosed,$45M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Fefifo,Farming,"Kuala Lumpur,Malaysia",1-10',https://www.fefifo.co,undisclosed,MYR3.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Pawprint,Consumer Services,"Edinburgh,United Kingdom",11-50',https://www.pawprint.eco,undisclosed,$533.05K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
2up Games,Computer Games,"Auckland,New Zealand",1-10',https://www.2up.games,undisclosed,$2.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Florida Atlantic University,Higher Education,"Boca Raton,United States",null',http://www.fau.edu,grant,$20.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Zippy Shell,Transportation/trucking/railroad,"Washington,United States",51-200',http://zippyshell.com,undisclosed,$185M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Workee,Staffing And Recruiting,"Copenhagen,Denmark",1-10',http://www.workee.co,undisclosed,DKK2.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Datalink Software,Hospital & Health Care,"Tampa,United States",51-200',https://datalinksoftware.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Re:newcell,Textiles,"Stockholm,Sweden",11-50',https://renewcell.com,undisclosed,$118.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Monozukuri Ventures,Venture Capital & Private Equity,Japan,11-50',https://www.monozukuri.vc,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Elevát,Information Technology And Services,"Lynnwood,United States",11-50',http://www.elevat-iot.com,undisclosed,$12M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Opteran,Computer Software,"Sheffield,United Kingdom",1-10',https://opteran.com,undisclosed,£2.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Streamhero,Marketing And Advertising,United States,1-10',https://streamhero.com,undisclosed,$550K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Viatu,"Leisure, Travel & Tourism",Switzerland,1-10',https://www.viatu.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Complish,Internet,Australia,1-10',https://www.complish.app,undisclosed,$800K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cumul.io,Information Services,"Leuven,Belgium",11-50',https://cumul.io,undisclosed,$4.88802M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cineworld Plc,Motion Pictures And Film,"London,United Kingdom",1001-5000',http://www.cineworldplc.com,undisclosed,$802.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Greenwall Environmental Innovation,Environmental Services,"Truro,United Kingdom",1-10',http://asbestoprobe.com,equity crowdfunding,$252.96K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Polyphor,Pharmaceuticals,Switzerland,51-200',http://polyphor.com,undisclosed,$79.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Teech Education,Internet,"Darmstadt,Germany",1-10',https://teech.de,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Across Express,Logistics And Supply Chain,"Addis Ababa,Ethiopia",1-10',https://acrossexpress.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Erpnext,Information Technology And Services,"Mumbai,India",11-50',https://erpnext.com,venture funding,₹100M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Sensorem,Aviation & Aerospace,"Perth,Australia",1-10',http://www.sensorem.com.au,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Scope Fluidics,Medical Devices,"Warsaw,Poland",11-50',http://scopefluidics.com,undisclosed,$22.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ross Trustees Services,Financial Services,United Kingdom,11-50',https://www.rosstrustees.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
